time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-20T22:41:35.500Z,18.5351,-65.5895,34,3.2,Md,19,187.2,0.36381769,0.23,pr,pr16172009,2016-06-20T23:20:19.115Z,"22km NE of Luquillo, Puerto Rico",earthquake,1.2,2.1,0,18,reviewed,pr,pr
2016-06-20T22:29:38.700Z,-17.6227,-178.7657,536.53,4.4,mb,,118,3.035,0.91,us,us200065lp,2016-06-20T23:16:37.717Z,"238km SE of Lambasa, Fiji",earthquake,13.5,7.5,0.064,70,reviewed,us,us
2016-06-20T22:24:36.600Z,37.5383333,-118.8643333,7.01,1.15,md,16,156,0.05871,0.02,nc,nc72653626,2016-06-21T02:07:02.224Z,"15km SE of Mammoth Lakes, California",earthquake,0.39,0.8,0.331,15,reviewed,nc,nc
2016-06-20T22:16:02.980Z,38.7578316,-122.7133331,0.11,1.22,md,11,171,0.01508,0.04,nc,nc72653621,2016-06-21T02:01:04.209Z,"4km ESE of The Geysers, California",earthquake,0.31,0.61,0.1,5,automatic,nc,nc
2016-06-20T22:06:49.000Z,61.4308,-146.6473,20.7,1.9,ml,,,,0.68,ak,ak13669458,2016-06-20T22:45:34.212Z,"37km NNW of Valdez, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-06-20T21:57:39.350Z,44.4123333,-122.7651667,-0.65,1.77,ml,5,116,0.1639,0.18,uw,uw61171081,2016-06-21T17:07:44.190Z,"2km NW of Sweet Home, Oregon",explosion,0.96,31.61,0.148,8,reviewed,uw,uw
2016-06-20T21:47:17.000Z,61.5631,-146.4893,30.4,1.7,ml,,,,0.85,ak,ak13669455,2016-06-20T22:13:35.262Z,"48km N of Valdez, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-06-20T21:46:38.860Z,46.6113333,-119.8435,6.79,1.1,ml,8,164,0.05342,0.04,uw,uw61171056,2016-06-21T14:12:53.010Z,"9km SE of Desert Aire, Washington",earthquake,0.32,0.24,0.095,4,reviewed,uw,uw
2016-06-20T21:28:03.000Z,63.4847,-147.8505,0,1.2,ml,,,,0.68,ak,ak13669453,2016-06-20T22:13:33.106Z,"55km E of Cantwell, Alaska",earthquake,0.5,0.7,,,automatic,ak,ak
2016-06-20T21:26:39.320Z,37.6488333,-122.4755,10.19,1.11,md,7,206,0.01163,0.09,nc,nc72653611,2016-06-21T02:41:03.324Z,"3km SSW of Colma, California",earthquake,0.68,0.5,0.027,5,reviewed,nc,nc
2016-06-20T21:25:31.000Z,-35.45,-73.26,22,4.3,mb,,,,1.01,us,us200065l7,2016-06-21T03:54:20.207Z,"77km W of Constitucion, Chile",earthquake,4.2,5.6,0.177,9,reviewed,guc,us
2016-06-20T21:11:43.170Z,37.323,-122.1015,-0.29,1.33,md,11,126,0.01301,0.06,nc,nc72653606,2016-06-21T00:42:50.928Z,"11km E of Quarry near Portola Valley, CA",quarry blast,0.31,31.61,0.287,12,reviewed,nc,nc
2016-06-20T21:08:25.330Z,48.082,-121.9395,-0.65,1.85,ml,11,93,0.1137,0.14,uw,uw61171021,2016-06-20T21:32:49.690Z,"2km E of Granite Falls, Washington",explosion,0.42,31.61,0.123,26,reviewed,uw,uw
2016-06-20T21:05:12.880Z,36.9539,-117.5885,0,1.4,ml,22,165.03,0.283,0.1388,nn,nn00548719,2016-06-20T21:30:09.221Z,"57km NE of Lone Pine, California",earthquake,,0,0.23,12,reviewed,nn,nn
2016-06-20T20:39:28.782Z,37.916,-117.5916,3.4,1.1,ml,15,59.77,0.271,0.1041,nn,nn00548716,2016-06-20T21:17:10.970Z,"35km WSW of Tonopah, Nevada",earthquake,,3.2,0.12,7,reviewed,nn,nn
2016-06-20T20:28:49.910Z,19.4043333,-155.2798333,1.19,1.82,ml,22,48,0.007728,0.08,hv,hv61304631,2016-06-20T20:51:40.630Z,"5km WSW of Volcano, Hawaii",earthquake,0.13,0.18,0.089,10,reviewed,hv,hv
2016-06-20T20:27:13.590Z,35.7107,68.4557,8.4,4.4,mb,,70,1.262,0.89,us,us200065ky,2016-06-20T22:25:09.246Z,"21km S of Hukumati Dahanah-ye Ghori, Afghanistan",earthquake,5.1,4.4,0.114,22,reviewed,us,us
2016-06-20T20:14:52.160Z,35.0483333,-118.3203333,-1.01,1.23,ml,27,37,0.06018,0.16,ci,ci37393487,2016-06-21T16:58:28.916Z,"13km W of Mojave, CA",quarry blast,0.3,31.61,0.135,13,reviewed,ci,ci
2016-06-20T20:11:59.110Z,19.3995,-155.26,2.663,2.47,ml,35,87,0.00583,0.07,hv,hv61304576,2016-06-20T21:52:43.040Z,"4km SW of Volcano, Hawaii",earthquake,0.17,0.16,0.173,17,reviewed,hv,hv
2016-06-20T20:08:28.080Z,37.6411667,-118.9323333,5.16,1.41,md,21,91,0.02514,0.03,nc,nc72653576,2016-06-21T19:41:02.947Z,"3km ESE of Mammoth Lakes, California",earthquake,0.29,0.46,0.324,15,reviewed,nc,nc
2016-06-20T20:08:07.810Z,38.8250008,-122.7978363,1.82,1.33,md,22,64,0.009693,0.02,nc,nc72653561,2016-06-20T21:05:02.036Z,"6km W of Cobb, California",earthquake,0.2,0.36,0.03,5,automatic,nc,nc
2016-06-20T20:07:43.780Z,37.6405,-118.9333333,4.59,1.36,md,12,103,0.02601,0.03,nc,nc72653571,2016-06-21T02:26:02.278Z,"3km ESE of Mammoth Lakes, California",earthquake,0.48,0.4,0.463,11,reviewed,nc,nc
2016-06-20T20:07:16.440Z,37.6435013,-118.9325027,5.22,1.52,md,17,88,0.02323,0.02,nc,nc72653566,2016-06-20T23:35:03.508Z,"3km E of Mammoth Lakes, California",earthquake,0.33,0.55,0.14,14,automatic,nc,nc
2016-06-20T20:07:02.260Z,46.6098333,-119.8491667,6.51,1.24,ml,10,135,0.0515,0.09,uw,uw61170991,2016-06-20T20:17:05.160Z,"9km SE of Desert Aire, Washington",earthquake,0.28,0.26,0.094,8,reviewed,uw,uw
2016-06-20T20:06:45.350Z,37.6404991,-118.9328308,4.87,1.79,md,19,79,0.02584,0.03,nc,nc72653556,2016-06-20T23:10:02.418Z,"5km SE of Mammoth Lakes, California",earthquake,0.48,0.66,0.38,16,automatic,nc,nc
2016-06-20T19:52:15.880Z,38.8298333,-122.8093333,2.12,1.66,md,7,86,0.006455,0.02,nc,nc72653541,2016-06-21T03:15:04.444Z,"7km W of Cobb, California",earthquake,0.47,0.84,,1,reviewed,nc,nc
2016-06-20T19:27:27.610Z,38.8069992,-122.8184967,2.61,1.21,md,24,106,0.008551,0.03,nc,nc72653536,2016-06-20T21:27:05.096Z,"6km WNW of The Geysers, California",earthquake,0.27,0.41,0.12,6,automatic,nc,nc
2016-06-20T19:22:55.000Z,61.2939,-152.4974,1.9,2.4,ml,,,,0.62,ak,ak13669443,2016-06-20T19:59:23.958Z,"91km N of Redoubt Volcano, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-06-20T19:19:08.865Z,38.3855,-118.9048,9.1,1.1,ml,10,159.53,0.337,0.0856,nn,nn00548706,2016-06-20T20:02:56.287Z,"28km WSW of Hawthorne, Nevada",earthquake,,4.4,0.1,3,reviewed,nn,nn
2016-06-20T18:59:33.000Z,61.3621,-140.0937,0,2.6,ml,,,,0.83,ak,ak13669436,2016-06-20T20:00:37.301Z,"155km WNW of Haines Junction, Canada",earthquake,0.4,0.4,,,automatic,ak,ak
2016-06-20T18:56:40.290Z,34.4306667,-116.4966667,7.81,2.33,ml,66,44,0.1155,0.15,ci,ci37393407,2016-06-21T16:49:07.279Z,"36km N of Yucca Valley, CA",earthquake,0.12,0.42,0.147,103,reviewed,ci,ci
2016-06-20T18:45:17.430Z,49.4111667,-124.0545,66.63,2.09,ml,17,117,0.189,0.43,uw,uw61170916,2016-06-20T20:12:55.400Z,"21km ENE of Parksville, Canada",earthquake,1.01,1.51,0.114,11,reviewed,uw,uw
2016-06-20T18:28:48.910Z,36.0828323,-120.6585007,4.58,1.22,md,11,168,0.05239,0.09,nc,nc72653516,2016-06-20T20:46:02.996Z,"27km WSW of Coalinga, California",earthquake,1.02,1.35,0.12,3,automatic,nc,nc
2016-06-20T18:22:30.930Z,40.5053333,-112.1566667,-0.18,1.76,md,8,107,0.07253,0.18,uu,uu60151832,2016-06-20T20:57:34.610Z,"10km W of Herriman, Utah",earthquake,0.5,1.38,0.055,3,reviewed,uu,uu
2016-06-20T18:15:13.000Z,45.59,-67.376,1,1.7,mb_lg,,,,0.69,us,us200065n2,2016-06-21T20:37:24.040Z,"45km N of Calais, Maine",earthquake,1.8,2,,,reviewed,ott,ott
2016-06-20T18:05:06.000Z,61.1774,-151.8784,3.2,1.9,ml,,,,0.62,ak,ak13669033,2016-06-20T18:49:39.140Z,"62km NNW of Nikiski, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-06-20T17:36:54.010Z,38.7626648,-122.715332,2.06,1.18,md,6,148,0.01069,0.02,nc,nc72653496,2016-06-20T19:30:03.744Z,"3km ESE of The Geysers, California",earthquake,0.83,1.17,0.21,4,automatic,nc,nc
2016-06-20T17:29:37.930Z,19.3898333,-155.6156667,27.722,1.59,md,28,54,0.01708,0.09,hv,hv61304496,2016-06-20T18:27:17.050Z,"24km NW of Pahala, Hawaii",earthquake,0.55,0.92,0.062,14,reviewed,hv,hv
2016-06-20T17:12:52.370Z,33.4758333,-116.438,12.46,1.06,ml,39,85,0.04854,0.2,ci,ci37393255,2016-06-21T13:22:13.740Z,"24km ESE of Anza, CA",earthquake,0.3,0.55,0.187,28,reviewed,ci,ci
2016-06-20T17:02:06.180Z,33.8206667,-117.4846667,-0.67,1.77,ml,56,52,0.03318,0.21,ci,ci37393239,2016-06-20T17:20:00.738Z,"7km SSE of Home Gardens, CA",quarry blast,0.28,31.61,0.168,85,reviewed,ci,ci
2016-06-20T16:30:37.300Z,-0.1219,123.8969,103.34,4.7,mb,,41,1.449,1.07,us,us200065ju,2016-06-20T19:23:10.527Z,"56km S of Molibagu, Indonesia",earthquake,7.1,1,0.066,69,reviewed,us,us
2016-06-20T16:30:07.940Z,-22.0769,-67.3264,202.03,4.1,mb,,64,1.174,0.83,us,us200065js,2016-06-20T18:56:23.835Z,"130km NE of San Pedro de Atacama, Chile",earthquake,9,4.5,0.214,6,reviewed,us,us
2016-06-20T16:19:23.000Z,-24.194,-67.3,211.6,4.3,mb,,,,1.04,us,us200065jr,2016-06-20T18:32:58.058Z,"99km W of San Antonio de los Cobres, Argentina",earthquake,9.3,6.1,0.306,3,reviewed,guc,us
2016-06-20T15:54:30.610Z,48.9461667,-125.1218333,4.59,1.53,ml,7,81,0.1129,1.02,uw,uw61170791,2016-06-20T16:51:33.000Z,"31km E of Ucluelet, Canada",earthquake,2.92,85.51,0.078,6,reviewed,uw,uw
2016-06-20T15:44:39.200Z,37.8431667,-118.4861667,7.18,1.54,md,29,103,0.09669,0.06,nc,nc72653486,2016-06-21T03:38:02.499Z,"47km ENE of Mammoth Lakes, California",earthquake,0.21,0.76,0.161,24,reviewed,nc,nc
2016-06-20T15:10:09.680Z,41.9725,141.0288,17.64,4.6,mb,,82,0.923,1.04,us,us200065je,2016-06-20T16:30:53.603Z,"30km ENE of Nanae, Japan",earthquake,4.2,3.7,0.091,36,reviewed,us,us
2016-06-20T15:06:49.000Z,63.1256,-150.8866,124.1,1.9,ml,,,,0.3,ak,ak13668619,2016-06-20T15:58:39.821Z,"97km NNW of Talkeetna, Alaska",earthquake,0.4,0.9,,,automatic,ak,ak
2016-06-20T15:01:30.000Z,65.3436,-144.8752,0,1.4,ml,,,,0.74,ak,ak13668618,2016-06-20T15:58:39.057Z,"16km SSW of Circle Hot Springs Station, Alaska",earthquake,0.7,0.5,,,automatic,ak,ak
2016-06-20T14:52:20.420Z,33.649,-116.7418333,12.55,1.88,ml,70,19,0.05821,0.14,ci,ci37393095,2016-06-20T15:53:39.405Z,"10km SSW of Idyllwild, CA",earthquake,0.11,0.22,0.21,75,reviewed,ci,ci
2016-06-20T14:48:27.979Z,41.9125,-119.5959,10.6,1.4,ml,5,215.73,0.152,0.1704,nn,nn00548717,2016-06-20T20:46:06.993Z,"69km ESE of Lakeview, Oregon",earthquake,,2.9,0.26,5,reviewed,nn,nn
2016-06-20T14:45:26.580Z,44.7448333,-111.7448333,10.71,1.32,ml,19,91,0.058,0.17,mb,mb80156394,2016-06-21T14:23:31.870Z,"51km W of West Yellowstone, Montana",earthquake,0.42,0.58,0.063,6,reviewed,mb,mb
2016-06-20T14:41:05.160Z,19.2413333,-155.1146667,39.367,1.83,md,40,204,0.04634,0.08,hv,hv61304331,2016-06-20T21:14:30.990Z,"24km SSE of Volcano, Hawaii",earthquake,0.77,0.81,0.122,21,reviewed,hv,hv
2016-06-20T14:20:50.680Z,36.2243333,-118.3086667,5.77,1.11,ml,12,86,0.07221,0.12,ci,ci37393063,2016-06-21T20:17:33.555Z,"28km WSW of Olancha, CA",earthquake,0.26,0.45,0.412,8,reviewed,ci,ci
2016-06-20T14:12:52.000Z,36.229332,-120.3249969,7.93,2.01,md,15,170,0.02455,0.17,nc,nc72653471,2016-06-20T15:14:03.014Z,"10km NNE of Coalinga, California",earthquake,1.57,0.83,0.1,8,automatic,nc,nc
2016-06-20T14:03:52.195Z,37.4662,-118.3723,6.9,1,ml,17,93.22,0.127,0.1736,nn,nn00548664,2016-06-21T02:36:07.162Z,"9km NNE of Dixon Lane-Meadow Creek, California",earthquake,,1.8,0.42,6,reviewed,nn,nn
2016-06-20T14:03:52.030Z,37.4640007,-118.3785019,10.12,1.35,md,10,196,0.053,0.05,nc,nc72653466,2016-06-20T17:05:28.759Z,"9km NNE of Dixon Lane-Meadow Creek, California",earthquake,0.75,1.18,0.11,7,automatic,nc,nc
2016-06-20T13:59:38.560Z,33.4926667,-116.4786667,14.26,1,ml,26,99,0.05383,0.13,ci,ci37141780,2016-06-21T15:46:50.644Z,"19km ESE of Anza, CA",earthquake,0.22,0.39,0.126,11,reviewed,ci,ci
2016-06-20T13:59:08.680Z,33.4715,-116.4876667,9.86,1.27,ml,51,64,0.07322,0.19,ci,ci37393015,2016-06-21T15:39:40.230Z,"20km ESE of Anza, CA",earthquake,0.18,0.33,0.164,36,reviewed,ci,ci
2016-06-20T13:49:22.190Z,36.230835,-120.3268356,8.71,2.11,md,15,159,0.02247,0.05,nc,nc72653451,2016-06-20T14:32:03.883Z,"10km NNE of Coalinga, California",earthquake,0.61,0.38,0.14,10,automatic,nc,nc
2016-06-20T13:41:52.990Z,-15.9657,167.5168,62.51,5,mb,,60,5.496,1.02,us,us200065i3,2016-06-20T14:35:15.981Z,"18km NE of Norsup, Vanuatu",earthquake,8.9,4.3,0.056,102,reviewed,us,us
2016-06-20T12:57:25.230Z,35.8408333,-121.3915,6.71,1.7,md,20,192,0.0588,0.04,nc,nc72653446,2016-06-21T04:52:02.736Z,"28km NW of San Simeon, California",earthquake,0.39,0.3,0.191,26,reviewed,nc,nc
2016-06-20T12:51:18.100Z,33.9276667,-118.8508333,5.51,1.73,ml,15,219,0.1319,0.25,ci,ci37392951,2016-06-20T13:24:30.265Z,"9km SSW of Malibu, CA",earthquake,1.22,2.4,0.29,21,reviewed,ci,ci
2016-06-20T12:49:37.100Z,-20.6751,168.5473,10,5.2,mb,,85,0.935,1.19,us,us200065hm,2016-06-20T13:06:00.962Z,"118km NE of Tadine, New Caledonia",earthquake,6.9,1.9,0.094,37,reviewed,us,us
2016-06-20T12:49:24.750Z,36.3991667,-117.5273333,-1.84,2.02,ml,25,49,0.2357,0.34,ci,ci37392943,2016-06-21T02:35:58.791Z,"41km WSW of Stovepipe Wells, CA",earthquake,0.44,1.18,0.168,37,reviewed,ci,ci
2016-06-20T12:40:38.000Z,62.2355,-151.0252,73.2,1.6,ml,,,,0.39,ak,ak13668213,2016-06-20T13:14:40.028Z,"48km WSW of Talkeetna, Alaska",earthquake,0.4,0.8,,,automatic,ak,ak
2016-06-20T11:28:07.910Z,37.424,-118.5178333,12.97,1.28,md,20,101,0.07098,0.05,nc,nc72653401,2016-06-21T02:35:50.505Z,"9km NW of West Bishop, California",earthquake,0.34,0.91,0.224,18,reviewed,nc,nc
2016-06-20T11:19:47.000Z,63.7344,-147.7927,0,1.2,ml,,,,0.52,ak,ak13667809,2016-06-20T12:07:38.760Z,"59km ESE of Healy, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-06-20T11:18:46.120Z,11.435,141.826,32.58,4.8,mb,,79,3.662,0.82,us,us200065h9,2016-06-20T12:19:43.683Z,"233km NE of Fais, Micronesia",earthquake,12.7,6.9,0.067,69,reviewed,us,us
2016-06-20T11:15:01.350Z,39.0245,-123.4671667,0.62,1.2,md,7,101,0.06093,0.04,nc,nc72653396,2016-06-21T20:45:04.165Z,"8km W of Boonville, California",earthquake,0.63,2.74,0.12,7,reviewed,nc,nc
2016-06-20T11:11:30.280Z,44.8136667,-113.0921667,3.55,1.54,ml,13,141,0.174,0.1,mb,mb80156369,2016-06-21T14:01:11.160Z,"44km WNW of Lima, Montana",earthquake,0.46,6.65,0.093,6,reviewed,mb,mb
2016-06-20T10:53:56.070Z,38.8185005,-122.7631683,1.58,1.32,md,11,125,0.01306,0.02,nc,nc72653386,2016-06-20T12:07:04.436Z,"3km W of Cobb, California",earthquake,0.33,0.57,0.1,5,automatic,nc,nc
2016-06-20T10:49:43.180Z,34.0785,-118.4131667,11.19,1.18,ml,20,117,0.04439,0.12,ci,ci37392887,2016-06-20T13:25:37.580Z,"1km WNW of Beverly Hills, CA",earthquake,0.43,0.37,0.167,31,reviewed,ci,ci
2016-06-20T10:39:26.000Z,59.3491,-153.5742,116.9,2.4,ml,,,,0.39,ak,ak13667798,2016-06-20T11:34:03.385Z,"88km ESE of Old Iliamna, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-06-20T10:39:05.000Z,61.119,-150.6317,33.9,2,ml,,,,0.56,ak,ak13667799,2016-06-20T11:34:02.305Z,"40km WSW of Anchorage, Alaska",earthquake,0.6,0.4,,,automatic,ak,ak
2016-06-20T10:38:39.510Z,38.8248329,-122.8444977,1.43,1.02,md,11,142,0.007592,0.02,nc,nc72653376,2016-06-20T11:14:03.256Z,"9km NW of The Geysers, California",earthquake,0.3,0.41,0.16,5,automatic,nc,nc
2016-06-20T10:29:09.770Z,34.1381667,-116.4246667,2.87,1.85,ml,53,52,0.07449,0.18,ci,ci37392879,2016-06-20T13:25:46.350Z,"3km NNE of Yucca Valley, CA",earthquake,0.18,0.45,0.136,27,reviewed,ci,ci
2016-06-20T09:33:08.622Z,38.3999,-118.7933,15.1,1.2,ml,4,279.61,0.271,0.0041,nn,nn00548730,2016-06-21T02:37:23.025Z,"20km SW of Hawthorne, Nevada",earthquake,,34.3,0.09,2,reviewed,nn,nn
2016-06-20T09:32:53.000Z,38.3853,-118.8437,15.5,1.1,ml,5,289.25,0.298,0.0367,nn,nn00548728,2016-06-21T02:37:20.101Z,"24km SW of Hawthorne, Nevada",earthquake,,20.6,0.05,2,reviewed,nn,nn
2016-06-20T09:28:05.710Z,19.3146667,-155.2165,6.759,1.37,md,42,85,0.03414,0.09,hv,hv61304246,2016-06-20T18:41:30.470Z,"13km S of Volcano, Hawaii",earthquake,0.27,0.59,0.166,18,reviewed,hv,hv
2016-06-20T09:12:30.081Z,38.3801,-118.9063,8.1,1.3,ml,19,48.93,0.332,0.1942,nn,nn00548649,2016-06-21T02:35:47.481Z,"29km WSW of Hawthorne, Nevada",earthquake,,2.4,0.23,5,reviewed,nn,nn
2016-06-20T09:03:20.770Z,19.3176667,-155.2135,6.956,3.57,ml,47,86,0.03774,0.08,hv,hv61304231,2016-06-20T16:36:39.428Z,"12km SSE of Volcano, Hawaii",earthquake,0.24,0.47,0.247,33,reviewed,hv,hv
2016-06-20T09:00:56.000Z,61.69,-149.9323,33.6,1.3,ml,,,,0.31,ak,ak13667398,2016-06-20T09:47:28.403Z,"8km SE of Willow, Alaska",earthquake,0.6,0.3,,,automatic,ak,ak
2016-06-20T08:52:45.900Z,19.3061,-64.988,19,2,Md,3,331.2,0.94862094,0.2,pr,pr16172008,2016-06-20T12:35:43.192Z,"105km NNW of Road Town, British Virgin Islands",earthquake,8.3,16.6,0,3,reviewed,pr,pr
2016-06-20T08:50:46.510Z,36.4382,-98.7296,4.34,3.7,mb_lg,,40,0.013,0.6,us,us200065gx,2016-06-20T10:52:34.751Z,"29km NW of Fairview, Oklahoma",earthquake,2.3,6.4,0.05,105,reviewed,us,us
2016-06-20T08:49:40.000Z,63.2376,-136.696,22.8,2.8,ml,,,,0.88,ak,ak13667006,2016-06-20T18:50:57.500Z,"56km SW of Mayo, Canada",earthquake,0.3,0.1,,,reviewed,ak,ak
2016-06-20T08:48:26.600Z,18.7903,-65.0419,12,2.2,Md,3,302.4,0.44376775,0.14,pr,pr16172007,2016-06-20T12:33:52.129Z,"51km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.5,9.7,0,3,reviewed,pr,pr
2016-06-20T08:47:46.040Z,33.7855,-116.036,8.83,1.05,ml,36,73,0.1355,0.23,ci,ci37392847,2016-06-20T13:27:54.710Z,"17km NE of Coachella, CA",earthquake,0.34,1.27,0.171,26,reviewed,ci,ci
2016-06-20T08:34:22.610Z,-23.9986,-66.7364,219.74,4.5,mb,,83,1.685,1.38,us,us200065gt,2016-06-20T08:55:44.597Z,"48km WNW of San Antonio de los Cobres, Argentina",earthquake,8.6,8.5,0.067,65,reviewed,us,us
2016-06-20T08:33:12.800Z,47.9511667,-119.7671667,11.24,1.29,ml,9,92,0.03408,0.16,uw,uw61170691,2016-06-20T18:26:05.740Z,"9km SW of Bridgeport, Washington",earthquake,0.83,0.51,0.104,9,reviewed,uw,uw
2016-06-20T08:20:56.986Z,38.38,-118.9083,8.6,1.4,ml,23,48.99,0.332,0.1525,nn,nn00548647,2016-06-21T02:35:45.385Z,"29km WSW of Hawthorne, Nevada",earthquake,,4.8,0.31,10,reviewed,nn,nn
2016-06-20T08:14:57.420Z,39.9271667,-120.4561667,8.75,1.74,md,13,110,0.08221,0.03,nc,nc72653356,2016-06-21T02:35:43.030Z,"12km N of Portola, California",earthquake,0.23,0.58,0.498,15,reviewed,nc,nc
2016-06-20T08:11:15.953Z,38.3781,-118.9007,10.1,1.2,ml,15,88.65,0.329,0.1526,nn,nn00548642,2016-06-21T02:35:40.799Z,"29km SW of Hawthorne, Nevada",earthquake,,4.7,0,2,reviewed,nn,nn
2016-06-20T08:06:26.170Z,32.3976,137.9325,344.81,4.3,mb,,79,1.739,0.77,us,us200065gq,2016-06-20T10:33:24.940Z,"190km WSW of Hachijo-jima, Japan",earthquake,9.5,7.7,0.048,121,reviewed,us,us
2016-06-20T08:04:38.313Z,38.3734,-118.9034,11.4,2.2,ml,33,56.03,0.137,0.144,nn,nn00548641,2016-06-21T16:58:24.016Z,"29km SW of Hawthorne, Nevada",earthquake,,1.4,0.35,15,reviewed,nn,nn
2016-06-20T08:04:14.180Z,19.4106674,-155.2839966,2.61,1.94,md,16,72,0.003204,0.24,hv,hv61304151,2016-06-20T16:59:08.370Z,"5km WSW of Volcano, Hawaii",earthquake,0.33,0.34,0.12,10,reviewed,hv,hv
2016-06-20T08:03:27.000Z,62.1793,-150.2596,48.5,1.4,ml,,,,0.42,ak,ak13666996,2016-06-20T08:37:18.190Z,"17km SSW of Talkeetna, Alaska",earthquake,0.8,0.7,,,automatic,ak,ak
2016-06-20T07:55:33.348Z,38.3761,-118.8936,13.8,1.3,ml,17,87.75,0.325,0.1107,nn,nn00548639,2016-06-21T02:35:27.391Z,"28km SW of Hawthorne, Nevada",earthquake,,4.8,0.16,3,reviewed,nn,nn
2016-06-20T07:53:30.430Z,24.8853,121.9164,113.8,4.4,mb,,37,0.39,0.85,us,us200065gk,2016-06-20T09:44:39.688Z,"21km NE of Yilan, Taiwan",earthquake,6.6,5.6,0.075,51,reviewed,us,us
2016-06-20T07:45:07.633Z,38.3769,-118.8955,13.3,1.8,ml,20,56.47,0.327,0.1486,nn,nn00548675,2016-06-21T02:36:10.975Z,"28km SW of Hawthorne, Nevada",earthquake,,4,0.35,8,reviewed,nn,nn
2016-06-20T07:44:51.000Z,19.3015,-64.9213,12,2.2,Md,3,327.6,0.94412936,0.09,pr,pr16172006,2016-06-20T12:32:31.877Z,"103km NNW of Road Town, British Virgin Islands",earthquake,6.2,8.8,0,3,reviewed,pr,pr
2016-06-20T07:43:57.838Z,38.3762,-118.906,10.2,1.9,ml,25,48.9,0.328,0.1541,nn,nn00548636,2016-06-21T16:55:38.216Z,"29km SW of Hawthorne, Nevada",earthquake,,2.5,0.53,12,reviewed,nn,nn
2016-06-20T07:38:58.380Z,33.9346667,-116.8425,4.45,1.24,ml,65,23,0.05286,0.14,ci,ci37392783,2016-06-20T17:50:01.610Z,"3km ENE of Banning, CA",earthquake,0.12,0.31,0.168,54,reviewed,ci,ci
2016-06-20T07:30:23.680Z,38.8161659,-122.8061676,2.66,1.65,md,28,76,0.007837,0.03,nc,nc72653326,2016-06-20T08:00:03.739Z,"6km NW of The Geysers, California",earthquake,0.23,0.39,0.09,9,automatic,nc,nc
2016-06-20T07:14:47.000Z,62.5126,-151.0352,68.1,1.8,ml,,,,0.75,ak,ak13666992,2016-06-20T08:00:15.829Z,"52km WNW of Talkeetna, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-06-20T05:56:25.200Z,18.5568,-64.2778,56,2.2,Md,4,345.6,0.35034296,0.18,pr,pr16172005,2016-06-20T07:47:01.280Z,"39km ENE of Road Town, British Virgin Islands",earthquake,9.6,2.1,0,3,reviewed,pr,pr
2016-06-20T05:46:40.780Z,34.9776667,-118.8883333,16.76,1.05,ml,14,111,0.06933,0.09,ci,ci37392751,2016-06-20T16:38:59.741Z,"5km NE of Grapevine, CA",earthquake,0.25,0.49,0.06,8,reviewed,ci,ci
2016-06-20T05:37:37.850Z,19.4058342,-155.2901611,1.99,1.53,ml,17,82,0.009325,0.16,hv,hv61303931,2016-06-20T17:02:14.190Z,"6km WSW of Volcano, Hawaii",earthquake,0.35,0.42,0.48,4,reviewed,hv,hv
2016-06-20T05:34:27.000Z,59.8685,-150.5274,45.1,2.1,ml,,,,0.57,ak,ak13666987,2016-06-20T06:21:29.630Z,"45km ENE of Fritz Creek, Alaska",earthquake,1.2,1.2,,,automatic,ak,ak
2016-06-20T05:23:18.580Z,38.8071667,-122.8243333,2.23,1.85,md,52,62,0.004149,0.07,nc,nc72653316,2016-06-21T20:26:03.079Z,"6km WNW of The Geysers, California",earthquake,0.13,0.17,0.203,19,reviewed,nc,nc
2016-06-20T05:19:18.000Z,60.1585,-151.8947,95.4,1.5,ml,,,,0.68,ak,ak13666985,2016-06-20T05:52:36.121Z,"40km SW of Cohoe, Alaska",earthquake,1.2,1.9,,,automatic,ak,ak
2016-06-20T04:41:12.120Z,33.2493333,-116.8005,8.69,1.05,ml,35,48,0.03743,0.15,ci,ci37392735,2016-06-20T13:46:34.850Z,"4km WNW of Lake Henshaw, CA",earthquake,0.2,0.54,0.114,25,reviewed,ci,ci
2016-06-20T04:35:23.850Z,44.7423333,-111.7535,10.08,3.4,ml,57,60,0.064,0.17,mb,mb80156324,2016-06-20T13:53:35.375Z,"54km W of West Yellowstone, Montana",earthquake,0.23,0.41,0.283,29,reviewed,mb,mb
2016-06-20T04:33:26.000Z,62.5849,-151.503,90.8,2.4,ml,,,,0.8,ak,ak13666978,2016-06-20T05:14:57.846Z,"77km WNW of Talkeetna, Alaska",earthquake,0.4,0.8,,,automatic,ak,ak
